datetime,price_QLD1,demand_QLD1,demand_energy_QLD1
2024-01-11 15:00:00+10:00,65.375,7083.1392,7056.12
2024-01-11 16:00:00+10:00,78.374167,7721.78,7696.15
2024-01-11 17:00:00+10:00,99.24,8274.7467,8256.21
2024-01-11 18:00:00+10:00,116.885,8459.1025,8457.22
2024-01-11 19:00:00+10:00,127.48583,8443.6708,8447.01
2024-01-11 20:00:00+10:00,100.0,8184.7825,8205.81
2024-01-11 21:00:00+10:00,99.696667,7660.3,7679.66
2024-01-11 22:00:00+10:00,101.065,7073.33,7096.33
2024-01-11 23:00:00+10:00,115.89,6647.1908,6666.41
2024-01-12 00:00:00+10:00,81.799167,6290.5083,6299.67
2024-01-12 01:00:00+10:00,73.999167,6104.8567,6112.9
2024-01-12 02:00:00+10:00,71.461667,5937.475,5943.58
2024-01-12 03:00:00+10:00,72.53,5876.0475,5875.12
2024-01-12 04:00:00+10:00,75.434167,5942.3967,5937.43
2024-01-12 05:00:00+10:00,88.133333,6092.8375,6086.26
2024-01-12 06:00:00+10:00,41.8275,6212.8475,6206.88
2024-01-12 07:00:00+10:00,14.838333,6368.5283,6362.11
2024-01-12 08:00:00+10:00,43.520833,6622.2575,6620.91
2024-01-12 09:00:00+10:00,21.193333,6479.6258,6487.13
2024-01-12 10:00:00+10:00,14.470833,6202.58,6208.42
2024-01-12 11:00:00+10:00,24.813333,6193.0008,6200.83
2024-01-12 12:00:00+10:00,19.720833,5875.4283,5878.65
2024-01-12 13:00:00+10:00,24.094167,5893.0758,5886.17
2024-01-12 14:00:00+10:00,57.534167,6379.1283,6351.3
2024-01-12 15:00:00+10:00,60.698333,6945.1267,6929.24
2024-01-12 16:00:00+10:00,86.000833,7639.0733,7600.21
2024-01-12 17:00:00+10:00,100.23917,8173.7225,8166.58
2024-01-12 18:00:00+10:00,124.97417,8171.1167,8172.1
2024-01-12 19:00:00+10:00,148.5125,8207.5783,8207.06
2024-01-12 20:00:00+10:00,120.75917,8032.4125,8049.1
2024-01-12 21:00:00+10:00,109.78667,7560.4967,7581.52
2024-01-12 22:00:00+10:00,97.475,7098.2892,7115.02
2024-01-12 23:00:00+10:00,109.22667,6728.2967,6743.44
2024-01-13 00:00:00+10:00,94.275,6329.545,6343.4
2024-01-13 01:00:00+10:00,81.97,6195.3158,6199.59
2024-01-13 02:00:00+10:00,73.461667,6039.1808,6044.3
2024-01-13 03:00:00+10:00,82.248333,6001.1533,6001.26
2024-01-13 04:00:00+10:00,79.989167,5979.43,5979.41
2024-01-13 05:00:00+10:00,73.124167,5993.0667,5995.6
2024-01-13 06:00:00+10:00,27.4575,5850.06,5853.6
2024-01-13 07:00:00+10:00,-3.3466667,5727.9125,5735.72
2024-01-13 08:00:00+10:00,17.554167,5711.0,5712.25
2024-01-13 09:00:00+10:00,19.88,5577.6258,5583.22
2024-01-13 10:00:00+10:00,17.5425,5485.1342,5489.5
2024-01-13 11:00:00+10:00,34.85,5355.8508,5357.63
2024-01-13 12:00:00+10:00,11.980833,5259.4125,5262.97
2024-01-13 13:00:00+10:00,2.3783333,5413.5317,5394.91
2024-01-13 14:00:00+10:00,34.358333,5862.945,5847.45
2024-01-13 15:00:00+10:00,36.684167,6528.2733,6492.01
2024-01-13 16:00:00+10:00,64.7975,7397.6342,7364.38
2024-01-13 17:00:00+10:00,95.4575,8017.0583,8001.39
2024-01-13 18:00:00+10:00,141.6325,8262.2283,8255.39
2024-01-13 19:00:00+10:00,100.60583,8237.265,8244.3
2024-01-13 20:00:00+10:00,85.358333,7926.1233,7942.42
2024-01-13 21:00:00+10:00,76.839167,7465.0733,7485.8
2024-01-13 22:00:00+10:00,64.988333,7051.7067,7067.51
2024-01-13 23:00:00+10:00,66.3775,6623.915,6638.82
2024-01-14 00:00:00+10:00,61.735,6312.6833,6324.69
2024-01-14 01:00:00+10:00,53.78,6072.9083,6084.04
2024-01-14 02:00:00+10:00,52.109167,5888.3092,5893.1
2024-01-14 03:00:00+10:00,54.366667,5819.615,5818.13
2024-01-14 04:00:00+10:00,59.585,5827.4733,5827.12
2024-01-14 05:00:00+10:00,54.305,5799.9142,5808.99
2024-01-14 06:00:00+10:00,-5.4133333,5485.5292,5500.74
2024-01-14 07:00:00+10:00,-19.5125,5134.9475,5147.97
2024-01-14 08:00:00+10:00,-19.4525,4948.7033,4952.57
2024-01-14 09:00:00+10:00,-14.985,4833.0725,4835.98
2024-01-14 10:00:00+10:00,-27.771667,4752.7733,4752.12
2024-01-14 11:00:00+10:00,-23.118333,4970.6225,4958.06
2024-01-14 12:00:00+10:00,-5.7141667,5260.7242,5251.94
2024-01-14 13:00:00+10:00,25.3575,5599.0525,5581.19
2024-01-14 14:00:00+10:00,42.903333,6163.0725,6133.93
2024-01-14 15:00:00+10:00,26.0275,6872.3942,6840.16
2024-01-14 16:00:00+10:00,61.608333,7777.325,7736.74
2024-01-14 17:00:00+10:00,175.09417,8540.855,8521.51
2024-01-14 18:00:00+10:00,364.12083,8658.785,8659.77
2024-01-14 19:00:00+10:00,242.75083,8518.0458,8525.68
2024-01-14 20:00:00+10:00,170.58583,8248.8725,8267.31
2024-01-14 21:00:00+10:00,111.65333,7767.6025,7786.94
2024-01-14 22:00:00+10:00,134.06417,7167.0133,7192.92
2024-01-14 23:00:00+10:00,110.12417,6725.8433,6745.85
2024-01-15 00:00:00+10:00,79.911667,6351.6825,6360.03
2024-01-15 01:00:00+10:00,86.881667,6175.4417,6182.77
2024-01-15 02:00:00+10:00,66.533333,6071.61,6073.81
2024-01-15 03:00:00+10:00,60.715833,5979.5825,5981.25
2024-01-15 04:00:00+10:00,78.500833,6081.9667,6072.56
2024-01-15 05:00:00+10:00,87.7625,6288.3208,6284.49
2024-01-15 06:00:00+10:00,66.6175,6489.4867,6480.6
2024-01-15 07:00:00+10:00,71.851667,6756.9825,6746.47
2024-01-15 08:00:00+10:00,56.578333,6567.01,6580.95
2024-01-15 09:00:00+10:00,75.770833,6663.7592,6651.54
2024-01-15 10:00:00+10:00,53.265833,6571.1533,6569.94
2024-01-15 11:00:00+10:00,67.498333,6966.9758,6960.62
2024-01-15 12:00:00+10:00,51.1075,6926.4042,6924.62
2024-01-15 13:00:00+10:00,62.934167,7212.7917,7195.06
2024-01-15 14:00:00+10:00,67.625833,7662.4858,7641.92
2024-01-15 15:00:00+10:00,60.463333,8078.2125,8066.37
2024-01-15 16:00:00+10:00,51.660833,8222.8558,8213.98
2024-01-15 17:00:00+10:00,53.1525,8373.225,8372.46
2024-01-15 18:00:00+10:00,127.7175,8428.0075,8423.99
2024-01-15 19:00:00+10:00,131.14917,8391.6108,8400.42
2024-01-15 20:00:00+10:00,122.86667,8136.51,8147.27
2024-01-15 21:00:00+10:00,104.78917,7685.8925,7713.2
2024-01-15 22:00:00+10:00,78.238333,7034.3317,7059.27
2024-01-15 23:00:00+10:00,72.411667,6511.1917,6529.93
2024-01-16 00:00:00+10:00,69.680833,6163.6267,6174.4
2024-01-16 01:00:00+10:00,73.23,6000.5275,6006.62
2024-01-16 02:00:00+10:00,58.18,5888.1242,5889.45
2024-01-16 03:00:00+10:00,65.543333,5851.2825,5852.67
2024-01-16 04:00:00+10:00,71.394167,5938.2017,5931.66
2024-01-16 05:00:00+10:00,95.210833,6140.535,6131.21
2024-01-16 06:00:00+10:00,61.335,6351.5375,6346.6
2024-01-16 07:00:00+10:00,60.451667,6472.6342,6468.56
2024-01-16 08:00:00+10:00,79.258333,6559.2883,6547.24
2024-01-16 09:00:00+10:00,58.16,6593.6167,6601.98
2024-01-16 10:00:00+10:00,70.9175,6585.4183,6575.23
2024-01-16 11:00:00+10:00,120.32083,6857.2433,6861.03
2024-01-16 12:00:00+10:00,86.896667,6771.9575,6764.32
2024-01-16 13:00:00+10:00,154.16917,6788.3808,6777.83
2024-01-16 14:00:00+10:00,162.98917,7428.505,7405.68
2024-01-16 15:00:00+10:00,118.06833,7641.3067,7645.84
2024-01-16 16:00:00+10:00,62.0225,7828.8367,7809.51
2024-01-16 17:00:00+10:00,71.4475,8113.0342,8099.85
2024-01-16 18:00:00+10:00,106.20167,8317.6042,8315.57
2024-01-16 19:00:00+10:00,103.7075,8287.59,8297.11
2024-01-16 20:00:00+10:00,84.818333,8085.0792,8092.55
2024-01-16 21:00:00+10:00,105.005,7642.2817,7667.53
2024-01-16 22:00:00+10:00,96.598333,7093.3967,7112.73
2024-01-16 23:00:00+10:00,75.7975,6683.905,6700.64
2024-01-17 00:00:00+10:00,60.035833,6313.8225,6326.13
2024-01-17 01:00:00+10:00,53.4325,6146.975,6152.04
2024-01-17 02:00:00+10:00,51.289167,5995.7483,6003.27
2024-01-17 03:00:00+10:00,54.243333,5956.6008,5954.85
2024-01-17 04:00:00+10:00,70.808333,6022.3158,6012.33
2024-01-17 05:00:00+10:00,88.296667,6228.98,6227.97
2024-01-17 06:00:00+10:00,65.906667,6412.5608,6402.64
2024-01-17 07:00:00+10:00,55.570833,6553.5208,6554.44
2024-01-17 08:00:00+10:00,88.086667,6648.2975,6640.8
2024-01-17 09:00:00+10:00,76.2475,6617.0117,6619.1
2024-01-17 10:00:00+10:00,68.743333,6611.325,6609.57
2024-01-17 11:00:00+10:00,70.198333,6605.8517,6604.71
2024-01-17 12:00:00+10:00,70.264167,6676.3858,6675.15
2024-01-17 13:00:00+10:00,68.005833,6800.995,6788.51
2024-01-17 14:00:00+10:00,82.148333,7211.5142,7191.33
2024-01-17 15:00:00+10:00,89.1825,7863.4875,7826.62
2024-01-17 16:00:00+10:00,123.07667,8736.9942,8709.32
2024-01-17 17:00:00+10:00,131.08917,9044.2508,9035.25
2024-01-17 18:00:00+10:00,609.3125,9204.5742,9204.87
2024-01-17 19:00:00+10:00,373.57583,9073.3608,9081.55
2024-01-17 20:00:00+10:00,148.9775,8817.135,8831.62
2024-01-17 21:00:00+10:00,134.9,8248.3492,8278.08
2024-01-17 22:00:00+10:00,109.87,7610.2192,7635.43
2024-01-17 23:00:00+10:00,92.77,7079.42,7100.79
2024-01-18 00:00:00+10:00,70.210833,6707.8242,6717.93
2024-01-18 01:00:00+10:00,76.025833,6447.7475,6459.52
2024-01-18 02:00:00+10:00,78.291667,6323.2567,6323.71
2024-01-18 03:00:00+10:00,73.845,6269.415,6271.39
2024-01-18 04:00:00+10:00,85.709167,6328.6483,6323.1
2024-01-18 05:00:00+10:00,93.3325,6545.5575,6536.03
2024-01-18 06:00:00+10:00,85.48,6790.4283,6781.94
2024-01-18 07:00:00+10:00,62.189167,7005.47,6997.73
2024-01-18 08:00:00+10:00,162.3725,7078.3433,7069.74
2024-01-18 09:00:00+10:00,134.58333,7234.3433,7235.26
2024-01-18 10:00:00+10:00,72.490833,7280.29,7267.68
2024-01-18 11:00:00+10:00,66.326667,7355.5842,7364.36
2024-01-18 12:00:00+10:00,71.745,7433.8658,7419.72
2024-01-18 13:00:00+10:00,122.83917,7810.5758,7792.65
2024-01-18 14:00:00+10:00,223.45417,8342.7792,8317.96
2024-01-18 15:00:00+10:00,1305.15,9220.4625,9185.42
