Datetime,AC_Power,Price,Battery_State_kWh,Charge_kwh,Discharge_kwh,Revenue_$,Cumulative_Revenue_$
2024-01-08 18:00:00,14.479,216.03833,13.299999999999958,0.0,0.0,3.12801898007,140.97419879398262
2024-01-08 19:00:00,9.246,144.10417,13.299999999999958,0.0,0.0,1.33238715582,142.3065859498026
2024-01-08 20:00:00,0.0,224.34,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-08 21:00:00,0.0,134.61333,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-08 22:00:00,0.0,99.8975,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-08 23:00:00,0.0,113.37917,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-09 00:00:00,0.0,105.30917,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-09 01:00:00,0.0,90.531667,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-09 02:00:00,0.0,85.294167,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-09 03:00:00,0.0,86.983333,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-09 04:00:00,0.0,105.4225,13.299999999999958,0.0,0.0,0.0,142.3065859498026
2024-01-09 05:00:00,7.842,114.52833,13.299999999999958,0.0,0.0,0.8981311638599999,143.2047171136626
2024-01-09 06:00:00,14.413,92.554167,13.299999999999958,0.0,0.0,1.333983208971,144.53870032263362
2024-01-09 07:00:00,20.526,87.804167,13.299999999999958,0.0,0.0,1.802268331842,146.3409686544756
2024-01-09 08:00:00,29.753,83.73,13.299999999999958,0.0,0.0,2.49121869,148.8321873444756
2024-01-09 09:00:00,38.066,67.155,13.299999999999958,0.0,0.0,2.55632223,151.38850957447562
2024-01-09 10:00:00,49.231,59.528333,13.299999999999997,4.263256414560601e-14,0.0,2.9306393619229976,154.31914893639862
2024-01-09 11:00:00,55.658,50.374167,13.3,3.552713678800501e-15,0.0,2.803725386886,157.1228743232846
